utt_id,hypothesis,os_version,recognizer,elapsed_ms
s02_C_creak_F007,She left the party early and nobody said that,15.7.9,SFSpeechRecognizer,1813.8
s02_C_creak_F008,It's not that I mind it's just kind of strange,15.7.9,SFSpeechRecognizer,1427.1
s02_C_creak_F009,They moved out to Oregon a couple years ago,15.7.9,SFSpeechRecognizer,1232.9
s02_C_creak_F010,Nothing about that story adds up if you think about it,15.7.9,SFSpeechRecognizer,1423.9
s02_C_creak_F011,I've been meaning to write back for a while now,15.7.9,SFSpeechRecognizer,987.2
s02_C_creak_F012,We sat in the car for maybe 20 minutes,15.7.9,SFSpeechRecognizer,1070.8
s02_C_creak_F013,He's been doing that same job for 11 years,15.7.9,SFSpeechRecognizer,1368.1
s02_C_creak_F014,It rained the entire week we were on the island,15.7.9,SFSpeechRecognizer,1541.8
s02_C_creak_F015,I never learned how to swim which is,15.7.9,SFSpeechRecognizer,2154.0
s02_C_creak_F016,Oh that's pretty much all anyone talked about,15.7.9,SFSpeechRecognizer,1775.8
s02_C_creak_F017,She kept apologizing even though it wasn't her fault,15.7.9,SFSpeechRecognizer,1693.0
s02_C_creak_F018,The apartment was smaller than we expected obviously,15.7.9,SFSpeechRecognizer,1699.0
s02_C_creak_F019,I think I left my keys somewhere in the stairwell,15.7.9,SFSpeechRecognizer,1678.5
s02_C_creak_F020,It turned out fine more or less in the end,15.7.9,SFSpeechRecognizer,1943.2
s02_C_creak_F021,Nobody warned us about the traffic on the way in,15.7.9,SFSpeechRecognizer,2272.6
s02_C_creak_F022,He mentioned it once said they never brought it up again,15.7.9,SFSpeechRecognizer,1561.1
s02_C_creak_F023,We were both too tired to argue about it,15.7.9,SFSpeechRecognizer,1357.0
s02_C_creak_F024,And I've been putting that conversation off for months,15.7.9,SFSpeechRecognizer,1310.4
s02_C_creak_F025,It felt like the longest week of the entire summer,15.7.9,SFSpeechRecognizer,1175.6
