utt_id,session,pass,was_corrected,hypothesis,script_text,verbatim_text,verbatim_substitutions,verbatim_deletions,verbatim_insertions,verbatim_reference_length,verbatim_wer,verbatim_alignment,script_substitutions,script_deletions,script_insertions,script_reference_length,script_wer,script_alignment
s01_C_creak_C025,s01,C_creak,False,Turn the volume down a little,Turn the volume down a little.,Turn the volume down a little.,0,0,0,6,0.0,turn the volume down a little,0,0,0,6,0.0,turn the volume down a little
s01_C_creak_C026,s01,C_creak,True,Open the Pratt documentation in Safari,Open the Praat documentation in Safari.,Open the Praat documentation in Safari.,1,0,0,6,0.1667,open the [praat->pratt] documentation in safari,1,0,0,6,0.1667,open the [praat->pratt] documentation in safari
s01_C_creak_C027,s01,C_creak,False,Schedule a meeting for Friday afternoon,Schedule a meeting for Friday afternoon.,Schedule a meeting for Friday afternoon.,0,0,0,6,0.0,schedule a meeting for friday afternoon,0,0,0,6,0.0,schedule a meeting for friday afternoon
s01_C_creak_C028,s01,C_creak,False,Is it going to rain this evening,Is it going to rain this evening?,Is it going to rain this evening?,0,0,0,7,0.0,is it going to rain this evening,0,0,0,7,0.0,is it going to rain this evening
s01_C_creak_C029,s01,C_creak,False,Play something quiet while I study,Play something quiet while I study.,Play something quiet while I study.,0,0,0,6,0.0,play something quiet while i study,0,0,0,6,0.0,play something quiet while i study
s01_C_creak_C030,s01,C_creak,False,Delete the last voice memo,Delete the last voice memo.,Delete the last voice memo.,0,0,0,5,0.0,delete the last voice memo,0,0,0,5,0.0,delete the last voice memo
s01_C_creak_C031,s01,C_creak,False,What's the fastest way to Morningside,What's the fastest way to Morningside Heights?,What's the fastest way to Morningside Heights?,0,1,0,7,0.1429,what's the fastest way to morningside [-heights],0,1,0,7,0.1429,what's the fastest way to morningside [-heights]
s01_C_creak_C032,s01,C_creak,False,Add Wisteria trellis to my shopping list,Add a wisteria trellis to my shopping list.,Add a wisteria trellis to my shopping list.,0,1,0,8,0.125,add [-a] wisteria trellis to my shopping list,0,1,0,8,0.125,add [-a] wisteria trellis to my shopping list
s01_C_creak_C033,s01,C_creak,False,Tell me a joke about linguist,Tell me a joke about linguists.,Tell me a joke about linguists.,1,0,0,6,0.1667,tell me a joke about [linguists->linguist],1,0,0,6,0.1667,tell me a joke about [linguists->linguist]
s01_C_creak_C034,s01,C_creak,False,Show me photos from Cape,Show me photos from Cape Cod.,Show me photos from Cape Cod.,0,1,0,6,0.1667,show me photos from cape [-cod],0,1,0,6,0.1667,show me photos from cape [-cod]
s01_C_creak_C035,s01,C_creak,False,How many days until September,How many days until September first?,How many days until September first?,0,1,0,6,0.1667,how many days until september [-first],0,1,0,6,0.1667,how many days until september [-first]
s01_C_creak_C036,s01,C_creak,False,Turn on do not disturb until noon,Turn on do not disturb until noon.,Turn on do not disturb until noon.,0,0,0,7,0.0,turn on do not disturb until noon,0,0,0,7,0.0,turn on do not disturb until noon
s01_C_creak_C037,s01,C_creak,False,Where is the nearest pharmacy,Where is the nearest pharmacy?,Where is the nearest pharmacy?,0,0,0,5,0.0,where is the nearest pharmacy,0,0,0,5,0.0,where is the nearest pharmacy
s01_C_creak_C038,s01,C_creak,False,Email the lab about the annotation deadline,Email the lab about the annotation deadline.,Email the lab about the annotation deadline.,0,0,0,7,0.0,email the lab about the annotation deadline,0,0,0,7,0.0,email the lab about the annotation deadline
s01_C_creak_C039,s01,C_creak,False,What's on my agenda this morning,What's on my agenda this morning?,What's on my agenda this morning?,0,0,0,6,0.0,what's on my agenda this morning,0,0,0,6,0.0,what's on my agenda this morning
s01_C_creak_C040,s01,C_creak,False,Play White Noise for 30 minutes,Play white noise for thirty minutes.,Play white noise for thirty minutes.,0,0,0,6,0.0,play white noise for thirty minutes,0,0,0,6,0.0,play white noise for thirty minutes
s01_C_creak_D001,s01,C_creak,False,Up the old Bridge ground under the weight of the truck,The old bridge groaned under the weight of the truck.,The old bridge groaned under the weight of the truck.,1,0,1,10,0.2,[+up] the old bridge [groaned->ground] under the weight of the truck,1,0,1,10,0.2,[+up] the old bridge [groaned->ground] under the weight of the truck
s01_C_creak_D002,s01,C_creak,False,She poured the vinegar into a shallow glass dish,She poured the vinegar into a shallow glass dish.,She poured the vinegar into a shallow glass dish.,0,0,0,9,0.0,she poured the vinegar into a shallow glass dish,0,0,0,9,0.0,she poured the vinegar into a shallow glass dish
s01_C_creak_D003,s01,C_creak,False,Seven zebras wandered across the dusty road,Seven zebras wandered across the dusty road.,Seven zebras wandered across the dusty road.,0,0,0,7,0.0,seven zebras wandered across the dusty road,0,0,0,7,0.0,seven zebras wandered across the dusty road
s01_C_creak_D004,s01,C_creak,False,My grandmother kept her thimbles in a wooden,My grandmother kept her thimbles in a wooden box.,My grandmother kept her thimbles in a wooden box.,0,1,0,9,0.1111,my grandmother kept her thimbles in a wooden [-box],0,1,0,9,0.1111,my grandmother kept her thimbles in a wooden [-box]
s01_C_creak_D005,s01,C_creak,False,The judge asked for silence in the crowded room,The judge asked for silence in the crowded room.,The judge asked for silence in the crowded room.,0,0,0,9,0.0,the judge asked for silence in the crowded room,0,0,0,9,0.0,the judge asked for silence in the crowded room
s01_C_creak_D006,s01,C_creak,False,Thick fog settled over the harbor before dog,Thick fog settled over the harbor before dawn.,Thick fog settled over the harbor before dawn.,1,0,0,8,0.125,thick fog settled over the harbor before [dawn->dog],1,0,0,8,0.125,thick fog settled over the harbor before [dawn->dog]
s01_C_creak_D007,s01,C_creak,False,He measured the flower twice and still got it,He measured the flour twice and still got it wrong.,He measured the flour twice and still got it wrong.,1,1,0,10,0.2,he measured the [flour->flower] twice and still got it [-wrong],1,1,0,10,0.2,he measured the [flour->flower] twice and still got it [-wrong]
s01_C_creak_D008,s01,C_creak,False,Purple thistles grow along the railway and bang bang,Purple thistles grew along the railway embankment.,Purple thistles grew along the railway embankment.,2,0,2,7,0.5714,purple thistles [grew->grow] along the railway [+and] [+bang] [embankment->bang],2,0,2,7,0.5714,purple thistles [grew->grow] along the railway [+and] [+bang] [embankment->bang]
s01_C_creak_D009,s01,C_creak,False,The choir rehearsed with the same passage 11 time,The choir rehearsed the same passage eleven times.,The choir rehearsed the same passage eleven times.,1,0,1,8,0.25,the choir rehearsed [+with] the same passage eleven [times->time],1,0,1,8,0.25,the choir rehearsed [+with] the same passage eleven [times->time]
s01_C_creak_D010,s01,C_creak,False,A single moth circle on the porch light all evening,A single moth circled the porch light all evening.,A single moth circled the porch light all evening.,1,0,1,9,0.2222,a single moth [+circle] [circled->on] the porch light all evening,1,0,1,9,0.2222,a single moth [+circle] [circled->on] the porch light all evening
s01_C_creak_D011,s01,C_creak,True,They shipped the equipment and reinforced crate,They shipped the equipment in reinforced crates.,They shipped the equipment in reinforced crate.,1,0,0,7,0.1429,they shipped the equipment [in->and] reinforced crate,2,0,0,7,0.2857,they shipped the equipment [in->and] reinforced [crates->crate]
s01_C_creak_D012,s01,C_creak,True,The tide pulled the small boat towards the rocks,The tide pulled the small boat toward the rocks.,The tide pulled the small boat towards the rocks.,0,0,0,9,0.0,the tide pulled the small boat towards the rocks,1,0,0,9,0.1111,the tide pulled the small boat [toward->towards] the rocks
s01_C_creak_D013,s01,C_creak,False,Cinnamon and clove filled the kitchen with warm,Cinnamon and cloves filled the kitchen with warmth.,Cinnamon and cloves filled the kitchen with warmth.,2,0,0,8,0.25,cinnamon and [cloves->clove] filled the kitchen with [warmth->warm],2,0,0,8,0.25,cinnamon and [cloves->clove] filled the kitchen with [warmth->warm]
s01_C_creak_D014,s01,C_creak,True,Nobody remembered who had locked the back doors,Nobody remembered who had locked the back door.,Nobody remembered who had locked the back doors.,0,0,0,8,0.0,nobody remembered who had locked the back doors,1,0,0,8,0.125,nobody remembered who had locked the back [door->doors]
s01_C_creak_D015,s01,C_creak,False,The library and stamped each card with quiet decision,The librarian stamped each card with quiet precision.,The librarian stamped each card with quiet precision.,2,0,1,8,0.375,the [+library] [librarian->and] stamped each card with quiet [precision->decision],2,0,1,8,0.375,the [+library] [librarian->and] stamped each card with quiet [precision->decision]
s01_C_creak_D016,s01,C_creak,False,Wet leaves clogged the gutter above the window,Wet leaves clogged the gutter above the window.,Wet leaves clogged the gutter above the window.,0,0,0,8,0.0,wet leaves clogged the gutter above the window,0,0,0,8,0.0,wet leaves clogged the gutter above the window
s01_C_creak_D017,s01,C_creak,False,I brought a second hand bicycle for $40,I bought a secondhand bicycle for forty dollars.,I bought a secondhand bicycle for forty dollars.,2,0,1,8,0.375,i [bought->brought] a [+second] [secondhand->hand] bicycle for forty dollars,2,0,1,8,0.375,i [bought->brought] a [+second] [secondhand->hand] bicycle for forty dollars
s01_C_creak_D018,s01,C_creak,False,The mountain village looked empty in the photograph,The mountain village looked empty in the photograph.,The mountain village looked empty in the photograph.,0,0,0,8,0.0,the mountain village looked empty in the photograph,0,0,0,8,0.0,the mountain village looked empty in the photograph
s01_C_creak_D019,s01,C_creak,False,Three sparrows fought over a crust of bread,Three sparrows fought over a crust of bread.,Three sparrows fought over a crust of bread.,0,0,0,8,0.0,three sparrows fought over a crust of bread,0,0,0,8,0.0,three sparrows fought over a crust of bread
s01_C_creak_D020,s01,C_creak,False,Oh his youngest brother plays trumpet in the marching band,His youngest brother plays trumpet in the marching band.,His youngest brother plays trumpet in the marching band.,0,0,1,9,0.1111,[+oh] his youngest brother plays trumpet in the marching band,0,0,1,9,0.1111,[+oh] his youngest brother plays trumpet in the marching band
s01_C_creak_D021,s01,C_creak,True,The recipe calls for saffron which we could not find,"The recipe called for saffron, which we could not find.","The recipe calls for saffron, which we could not find.",0,0,0,10,0.0,the recipe calls for saffron which we could not find,1,0,0,10,0.1,the recipe [called->calls] for saffron which we could not find
s01_C_creak_D022,s01,C_creak,False,Snow buried the fence posts by early January,Snow buried the fence posts by early January.,Snow buried the fence posts by early January.,0,0,0,8,0.0,snow buried the fence posts by early january,0,0,0,8,0.0,snow buried the fence posts by early january
s01_C_creak_D023,s01,C_creak,False,She wrote the whole essay on a borrowed laptop,She wrote the whole essay on a borrowed laptop.,She wrote the whole essay on a borrowed laptop.,0,0,0,9,0.0,she wrote the whole essay on a borrowed laptop,0,0,0,9,0.0,she wrote the whole essay on a borrowed laptop
s01_C_creak_D024,s01,C_creak,False,The engine called once and then went silent,The engine coughed once and then went silent.,The engine coughed once and then went silent.,1,0,0,8,0.125,the engine [coughed->called] once and then went silent,1,0,0,8,0.125,the engine [coughed->called] once and then went silent
s01_C_creak_D025,s01,C_creak,False,Amber light spilled across the polished floorboard,Amber light spilled across the polished floorboards.,Amber light spilled across the polished floorboards.,1,0,0,7,0.1429,amber light spilled across the polished [floorboards->floorboard],1,0,0,7,0.1429,amber light spilled across the polished [floorboards->floorboard]
s01_C_creak_D026,s01,C_creak,False,We watch the storm move east across the Valley,We watched the storm move east across the valley.,We watched the storm move east across the valley.,1,0,0,9,0.1111,we [watched->watch] the storm move east across the valley,1,0,0,9,0.1111,we [watched->watch] the storm move east across the valley
s01_C_creak_D027,s01,C_creak,False,The dealer pin that with practice finger,The tailor pinned the hem with practiced fingers.,The tailor pinned the hem with practiced fingers.,5,1,0,8,0.75,the [-tailor] [pinned->dealer] [the->pin] [hem->that] with [practiced->practice] [fingers->finger],5,1,0,8,0.75,the [-tailor] [pinned->dealer] [the->pin] [hem->that] with [practiced->practice] [fingers->finger]
s01_C_creak_D028,s01,C_creak,False,Salt crusted the windows of the beach house,Salt crusted the windows of the beach house.,Salt crusted the windows of the beach house.,0,0,0,8,0.0,salt crusted the windows of the beach house,0,0,0,8,0.0,salt crusted the windows of the beach house
s01_C_creak_D029,s01,C_creak,False,Their apartment smelled faintly of turpentine,Their apartment smelled faintly of turpentine.,Their apartment smelled faintly of turpentine.,0,0,0,6,0.0,their apartment smelled faintly of turpentine,0,0,0,6,0.0,their apartment smelled faintly of turpentine
s01_C_creak_D030,s01,C_creak,False,I had stood motionless at the edge of the Pond,A heron stood motionless at the edge of the pond.,A heron stood motionless at the edge of the pond.,2,0,0,10,0.2,[a->i] [heron->had] stood motionless at the edge of the pond,2,0,0,10,0.2,[a->i] [heron->had] stood motionless at the edge of the pond
s01_C_creak_D031,s01,C_creak,False,The clock in the hallway runs about four minutes fast,The clock in the hallway runs about four minutes fast.,The clock in the hallway runs about four minutes fast.,0,0,0,10,0.0,the clock in the hallway runs about four minutes fast,0,0,0,10,0.0,the clock in the hallway runs about four minutes fast
s01_C_creak_D032,s01,C_creak,True,He folded the newspapers and set it on the table,He folded the newspaper and set it on the table.,He folded the newspapers and set it on the tape.,1,0,0,10,0.1,he folded the newspapers and set it on the [tape->table],1,0,0,10,0.1,he folded the [newspaper->newspapers] and set it on the table
s01_C_creak_D033,s01,C_creak,False,Bright green algae cover the surface of the water,Bright green algae covered the surface of the water.,Bright green algae covered the surface of the water.,1,0,0,9,0.1111,bright green algae [covered->cover] the surface of the water,1,0,0,9,0.1111,bright green algae [covered->cover] the surface of the water
s01_C_creak_D034,s01,C_creak,True,The children traded stickers during the long,The children traded stickers during the long bus ride.,The children traded stickers during the long bus.,0,1,0,8,0.125,the children traded stickers during the long [-bus],0,2,0,9,0.2222,the children traded stickers during the long [-bus] [-ride]
s01_C_creak_D035,s01,C_creak,False,Yes rain hammered the tin roof for most of the night,Rain hammered the tin roof for most of the night.,Rain hammered the tin roof for most of the night.,0,0,1,10,0.1,[+yes] rain hammered the tin roof for most of the night,0,0,1,10,0.1,[+yes] rain hammered the tin roof for most of the night
s01_C_creak_F001,s01,C_creak,True,I don't know what she was thinking honestly,"I don't really know what she was thinking, honestly.","I don't know what she was thinking, honest.",1,0,0,8,0.125,i don't know what she was thinking [honest->honestly],0,1,0,9,0.1111,i don't [-really] know what she was thinking honestly
s01_C_creak_F002,s01,C_creak,False,We ended up walking the whole way home,"We ended up walking the whole way home, anyway.","We ended up walking the whole way home, anyway.",0,1,0,9,0.1111,we ended up walking the whole way home [-anyway],0,1,0,9,0.1111,we ended up walking the whole way home [-anyway]
s01_C_creak_F003,s01,C_creak,True,It was one of those afternoons were nothing happens at all,It was one of those afternoons where nothing happened at all.,It was one of those afternoons where nothing happens at all.,1,0,0,11,0.0909,it was one of those afternoons [where->were] nothing happens at all,2,0,0,11,0.1818,it was one of those afternoons [where->were] nothing [happened->happens] at all
s01_C_creak_F004,s01,C_creak,False,He said he'd call back but he never really did,"He said he'd call back, but he never really did.","He said he'd call back, but he never really did.",0,0,0,10,0.0,he said he'd call back but he never really did,0,0,0,10,0.0,he said he'd call back but he never really did
s01_C_creak_F005,s01,C_creak,False,The whole thing fell apart before anyone noticed it,"The whole thing fell apart before anyone noticed, apparently.","The whole thing fell apart before anyone noticed, apparently.",1,0,0,9,0.1111,the whole thing fell apart before anyone noticed [apparently->it],1,0,0,9,0.1111,the whole thing fell apart before anyone noticed [apparently->it]
s01_C_creak_F006,s01,C_creak,False,Yes I guess that's just how it goes,I guess that's just how it goes sometimes.,I guess that's just how it goes sometimes.,0,1,1,8,0.25,[+yes] i guess that's just how it goes [-sometimes],0,1,1,8,0.25,[+yes] i guess that's just how it goes [-sometimes]
s01_C_creak_F007,s01,C_creak,False,Word she left the party early and nobody said,She left the party early and nobody said anything.,She left the party early and nobody said anything.,0,1,1,9,0.2222,[+word] she left the party early and nobody said [-anything],0,1,1,9,0.2222,[+word] she left the party early and nobody said [-anything]
s01_C_creak_F008,s01,C_creak,False,It's not that I mind it's just kind of strange,"It's not that I mind, it's just kind of strange.","It's not that I mind, it's just kind of strange.",0,0,0,10,0.0,it's not that i mind it's just kind of strange,0,0,0,10,0.0,it's not that i mind it's just kind of strange
s01_C_creak_F009,s01,C_creak,False,They moved out to Oregon a couple years ago,They moved out to Oregon a couple of years ago.,They moved out to Oregon a couple of years ago.,0,1,0,10,0.1,they moved out to oregon a couple [-of] years ago,0,1,0,10,0.1,they moved out to oregon a couple [-of] years ago
s01_C_creak_F010,s01,C_creak,False,Nothing about that story adds up if you think about it,"Nothing about that story adds up, if you think about it.","Nothing about that story adds up, if you think about it.",0,0,0,11,0.0,nothing about that story adds up if you think about it,0,0,0,11,0.0,nothing about that story adds up if you think about it
s01_C_creak_F011,s01,C_creak,True,I've been meaning to write back for a while now,I'd been meaning to write back for a while now.,I've been meaning to write back for a while now,0,0,0,10,0.0,i've been meaning to write back for a while now,1,0,0,10,0.1,[i'd->i've] been meaning to write back for a while now
s01_C_creak_F012,s01,C_creak,True,We sat in the car for maybe 20 minutes,We sat there in the car for maybe twenty minutes.,We sat in the car for maybe 20 minutes.,0,0,0,9,0.0,we sat in the car for maybe twenty minutes,0,1,0,10,0.1,we sat [-there] in the car for maybe twenty minutes
s01_C_creak_F013,s01,C_creak,False,He's been doing that same job for 11 years,He's been doing that same job for eleven years.,He's been doing that same job for eleven years.,0,0,0,9,0.0,he's been doing that same job for eleven years,0,0,0,9,0.0,he's been doing that same job for eleven years
s01_C_creak_F014,s01,C_creak,False,It rained the entire week we were on the Island,It rained the entire week we were on the island.,It rained the entire week we were on the island.,0,0,0,10,0.0,it rained the entire week we were on the island,0,0,0,10,0.0,it rained the entire week we were on the island
s01_C_creak_F015,s01,C_creak,False,I never learned how to swim which is embarrassing,"I never learned how to swim, which is embarrassing.","I never learned how to swim, which is embarrassing.",0,0,0,9,0.0,i never learned how to swim which is embarrassing,0,0,0,9,0.0,i never learned how to swim which is embarrassing
s01_C_creak_F016,s01,C_creak,False,Oh that's pretty much all anyone talked about after,That's pretty much all anyone talked about afterward.,That's pretty much all anyone talked about afterward.,1,0,1,8,0.25,[+oh] that's pretty much all anyone talked about [afterward->after],1,0,1,8,0.25,[+oh] that's pretty much all anyone talked about [afterward->after]
s01_C_creak_F017,s01,C_creak,False,She kept apologizing even though it wasn't her,She kept apologizing even though it wasn't her fault.,She kept apologizing even though it wasn't her fault.,0,1,0,9,0.1111,she kept apologizing even though it wasn't her [-fault],0,1,0,9,0.1111,she kept apologizing even though it wasn't her [-fault]
s01_C_creak_F018,s01,C_creak,False,Oh the apartment was smaller than we expected obviously,"The apartment was smaller than we expected, obviously.","The apartment was smaller than we expected, obviously.",0,0,1,8,0.125,[+oh] the apartment was smaller than we expected obviously,0,0,1,8,0.125,[+oh] the apartment was smaller than we expected obviously
s01_C_creak_F019,s01,C_creak,False,I think I left my keys somewhere in the stairwell,I think I left my keys somewhere in the stairwell.,I think I left my keys somewhere in the stairwell.,0,0,0,10,0.0,i think i left my keys somewhere in the stairwell,0,0,0,10,0.0,i think i left my keys somewhere in the stairwell
s01_C_creak_F020,s01,C_creak,False,It turned out fine more or less in the end,"It turned out fine, more or less, in the end.","It turned out fine, more or less, in the end.",0,0,0,10,0.0,it turned out fine more or less in the end,0,0,0,10,0.0,it turned out fine more or less in the end
s01_C_creak_F021,s01,C_creak,False,Nobody warned us about the traffic on the way in,Nobody warned us about the traffic on the way in.,Nobody warned us about the traffic on the way in.,0,0,0,10,0.0,nobody warned us about the traffic on the way in,0,0,0,10,0.0,nobody warned us about the traffic on the way in
s01_C_creak_F022,s01,C_creak,False,He mentioned it once and then never brought it up again,He mentioned it once and then never brought it up again.,He mentioned it once and then never brought it up again.,0,0,0,11,0.0,he mentioned it once and then never brought it up again,0,0,0,11,0.0,he mentioned it once and then never brought it up again
s01_C_creak_F023,s01,C_creak,False,We were both too tired to argue about it anymore,We were both too tired to argue about it anymore.,We were both too tired to argue about it anymore.,0,0,0,10,0.0,we were both too tired to argue about it anymore,0,0,0,10,0.0,we were both too tired to argue about it anymore
s01_C_creak_F024,s01,C_creak,False,I've been putting that conversation off for months,I've been putting that conversation off for months.,I've been putting that conversation off for months.,0,0,0,8,0.0,i've been putting that conversation off for months,0,0,0,8,0.0,i've been putting that conversation off for months
s01_C_creak_F025,s01,C_creak,False,It felt like the longest week of the entire,It felt like the longest week of the entire summer.,It felt like the longest week of the entire summer.,0,1,0,10,0.1,it felt like the longest week of the entire [-summer],0,1,0,10,0.1,it felt like the longest week of the entire [-summer]
s02_A_modal_C001,s02,A_modal,False,Set a timer for 12 minutes,Set a timer for twelve minutes.,Set a timer for twelve minutes.,0,0,0,6,0.0,set a timer for twelve minutes,0,0,0,6,0.0,set a timer for twelve minutes
s02_A_modal_C002,s02,A_modal,False,Text Marcus that I'm running late,Text Marcus that I'm running late.,Text Marcus that I'm running late.,0,0,0,6,0.0,text marcus that i'm running late,0,0,0,6,0.0,text marcus that i'm running late
s02_A_modal_C003,s02,A_modal,False,What's the weather in Newton tomorrow,What's the weather in Newton tomorrow?,What's the weather in Newton tomorrow?,0,0,0,6,0.0,what's the weather in newton tomorrow,0,0,0,6,0.0,what's the weather in newton tomorrow
s02_A_modal_C004,s02,A_modal,True,Play the new Noah Kahan album,Play the new Noah Kahan album.,Play the new Noah Kahn album.,1,0,0,6,0.1667,play the new noah [kahn->kahan] album,0,0,0,6,0.0,play the new noah kahan album
s02_A_modal_C005,s02,A_modal,False,Remind me to email my advisor on Monday,Remind me to email my advisor on Monday.,Remind me to email my advisor on Monday.,0,0,0,8,0.0,remind me to email my advisor on monday,0,0,0,8,0.0,remind me to email my advisor on monday
s02_A_modal_C006,s02,A_modal,False,How long is the flight to Tokyo,How long is the flight to Tokyo?,How long is the flight to Tokyo?,0,0,0,7,0.0,how long is the flight to tokyo,0,0,0,7,0.0,how long is the flight to tokyo
s02_A_modal_C007,s02,A_modal,False,Add oat milk to my grocery list,Add oat milk to my grocery list.,Add oat milk to my grocery list.,0,0,0,7,0.0,add oat milk to my grocery list,0,0,0,7,0.0,add oat milk to my grocery list
s02_A_modal_C008,s02,A_modal,False,Call the gelato shop on Orchard Street,Call the gelato shop on Orchard Street.,Call the gelato shop on Orchard Street.,0,0,0,7,0.0,call the gelato shop on orchard street,0,0,0,7,0.0,call the gelato shop on orchard street
s02_A_modal_C009,s02,A_modal,False,Turn off the bedroom lights,Turn off the bedroom lights.,Turn off the bedroom lights.,0,0,0,5,0.0,turn off the bedroom lights,0,0,0,5,0.0,turn off the bedroom lights
s02_A_modal_C010,s02,A_modal,False,What time does the library close today,What time does the library close today?,What time does the library close today?,0,0,0,7,0.0,what time does the library close today,0,0,0,7,0.0,what time does the library close today
s02_A_modal_C011,s02,A_modal,False,Navigate to Grand Central Termin,Navigate to Grand Central Terminal.,Navigate to Grand Central Terminal.,1,0,0,5,0.2,navigate to grand central [terminal->termin],1,0,0,5,0.2,navigate to grand central [terminal->termin]
s02_A_modal_C012,s02,A_modal,False,Send the send a photo to the choir group chat,Send a photo to the choir group chat.,Send a photo to the choir group chat.,0,0,2,8,0.25,[+send] [+the] send a photo to the choir group chat,0,0,2,8,0.25,[+send] [+the] send a photo to the choir group chat
s02_A_modal_C013,s02,A_modal,False,Show me my calendar for next Thursday,Show me my calendar for next Thursday.,Show me my calendar for next Thursday.,0,0,0,7,0.0,show me my calendar for next thursday,0,0,0,7,0.0,show me my calendar for next thursday
s02_A_modal_C014,s02,A_modal,False,Convert 80°F to Celsius,Convert eighty degrees Fahrenheit to Celsius.,Convert eighty degrees Fahrenheit to Celsius.,1,0,0,6,0.1667,convert eighty degrees [fahrenheit->f] to celsius,1,0,0,6,0.1667,convert eighty degrees [fahrenheit->f] to celsius
s02_A_modal_C015,s02,A_modal,False,Skip to the next song,Skip to the next song.,Skip to the next song.,0,0,0,5,0.0,skip to the next song,0,0,0,5,0.0,skip to the next song
s02_A_modal_C016,s02,A_modal,False,What's the score of the Mets game,What's the score of the Mets game?,What's the score of the Mets game?,0,0,0,7,0.0,what's the score of the mets game,0,0,0,7,0.0,what's the score of the mets game
s02_A_modal_C017,s02,A_modal,False,Set an alarm for 6:45,Set an alarm for six forty-five.,Set an alarm for six forty-five.,0,0,0,7,0.0,set an alarm for six forty five,0,0,0,7,0.0,set an alarm for six forty five
s02_A_modal_C018,s02,A_modal,False,Find a Ramen place open past,Find a ramen place open past midnight.,Find a ramen place open past midnight.,0,1,0,7,0.1429,find a ramen place open past [-midnight],0,1,0,7,0.1429,find a ramen place open past [-midnight]
s02_A_modal_C019,s02,A_modal,False,Read my last message from Anjali,Read my last message from Anjali.,Read my last message from Anjali.,0,0,0,6,0.0,read my last message from anjali,0,0,0,6,0.0,read my last message from anjali
s02_A_modal_C020,s02,A_modal,False,How do you say thank you in Japanese,How do you say thank you in Japanese?,How do you say thank you in Japanese?,0,0,0,8,0.0,how do you say thank you in japanese,0,0,0,8,0.0,how do you say thank you in japanese
s02_A_modal_C021,s02,A_modal,False,Start a workout on my watch,Start a workout on my watch.,Start a workout on my watch.,0,0,0,6,0.0,start a workout on my watch,0,0,0,6,0.0,start a workout on my watch
s02_A_modal_C022,s02,A_modal,False,Cancel my reminder about the dentist,Cancel my reminder about the dentist.,Cancel my reminder about the dentist.,0,0,0,6,0.0,cancel my reminder about the dentist,0,0,0,6,0.0,cancel my reminder about the dentist
s02_A_modal_C023,s02,A_modal,False,Take a note about the pitch analysis,Take a note about the pitch analysis.,Take a note about the pitch analysis.,0,0,0,7,0.0,take a note about the pitch analysis,0,0,0,7,0.0,take a note about the pitch analysis
s02_A_modal_C024,s02,A_modal,False,What is 20% of $43,What is twenty percent of forty-three dollars?,What is twenty percent of forty-three dollars?,0,0,0,8,0.0,what is twenty percent of forty three dollars,0,0,0,8,0.0,what is twenty percent of forty three dollars
s02_A_modal_C025,s02,A_modal,False,Turn the volume down a bit,Turn the volume down a little.,Turn the volume down a little.,1,0,0,6,0.1667,turn the volume down a [little->bit],1,0,0,6,0.1667,turn the volume down a [little->bit]
s02_A_modal_C026,s02,A_modal,True,Open the Pratt documentation in Safari,Open the Praat documentation in Safari.,Open the Praat documentation in Safari.,1,0,0,6,0.1667,open the [praat->pratt] documentation in safari,1,0,0,6,0.1667,open the [praat->pratt] documentation in safari
s02_A_modal_C027,s02,A_modal,False,Schedule a meeting for Friday afternoon,Schedule a meeting for Friday afternoon.,Schedule a meeting for Friday afternoon.,0,0,0,6,0.0,schedule a meeting for friday afternoon,0,0,0,6,0.0,schedule a meeting for friday afternoon
s02_A_modal_C028,s02,A_modal,False,Is it going to rain this evening,Is it going to rain this evening?,Is it going to rain this evening?,0,0,0,7,0.0,is it going to rain this evening,0,0,0,7,0.0,is it going to rain this evening
s02_A_modal_C029,s02,A_modal,False,Play something quiet while I study,Play something quiet while I study.,Play something quiet while I study.,0,0,0,6,0.0,play something quiet while i study,0,0,0,6,0.0,play something quiet while i study
s02_A_modal_C030,s02,A_modal,True,Delete that last voice memo,Delete the last voice memo.,delete that last voice memo.,0,0,0,5,0.0,delete that last voice memo,1,0,0,5,0.2,delete [the->that] last voice memo
s02_A_modal_C031,s02,A_modal,False,What's the fastest way to Morningside Heights,What's the fastest way to Morningside Heights?,What's the fastest way to Morningside Heights?,0,0,0,7,0.0,what's the fastest way to morningside heights,0,0,0,7,0.0,what's the fastest way to morningside heights
s02_A_modal_C032,s02,A_modal,False,I was cereal trolls to my shopping list,Add a wisteria trellis to my shopping list.,Add a wisteria trellis to my shopping list.,4,0,0,8,0.5,[add->i] [a->was] [wisteria->cereal] [trellis->trolls] to my shopping list,4,0,0,8,0.5,[add->i] [a->was] [wisteria->cereal] [trellis->trolls] to my shopping list
s02_A_modal_C033,s02,A_modal,False,Tell me a joke about linguist,Tell me a joke about linguists.,Tell me a joke about linguists.,1,0,0,6,0.1667,tell me a joke about [linguists->linguist],1,0,0,6,0.1667,tell me a joke about [linguists->linguist]
s02_A_modal_C034,s02,A_modal,False,Show me photos from Cape Cod,Show me photos from Cape Cod.,Show me photos from Cape Cod.,0,0,0,6,0.0,show me photos from cape cod,0,0,0,6,0.0,show me photos from cape cod
s02_A_modal_C035,s02,A_modal,True,How many days until September,How many days until September first?,How many days until September?,0,0,0,5,0.0,how many days until september,0,1,0,6,0.1667,how many days until september [-first]
