utt_id,session,pass,verbatim_text,hypothesis,model_size,compute_type,elapsed_ms,substitutions,deletions,insertions,reference_length,wer,alignment
s02_A_modal_C007,s02,A_modal,Add oat milk to my grocery list.,Add oat milk to my grocery list.,large-v3,int8,52945.3,0,0,0,7,0.0,add oat milk to my grocery list
s02_A_modal_C009,s02,A_modal,Turn off the bedroom lights.,Turn off the bedroom lights.,large-v3,int8,52810.5,0,0,0,5,0.0,turn off the bedroom lights
s02_A_modal_C008,s02,A_modal,Call the gelato shop on Orchard Street.,Call the gelato shop on Orchard Street.,large-v3,int8,54739.3,0,0,0,7,0.0,call the gelato shop on orchard street
s02_A_modal_C010,s02,A_modal,What time does the library close today?,What time does the library close today?,large-v3,int8,54743.7,0,0,0,7,0.0,what time does the library close today
s02_A_modal_C011,s02,A_modal,Navigate to Grand Central Terminal.,Navigate to Grand Central Terminal.,large-v3,int8,53922.7,0,0,0,5,0.0,navigate to grand central terminal
s02_A_modal_C012,s02,A_modal,Send a photo to the choir group chat.,Send a photo to the choir group chat.,large-v3,int8,52644.8,0,0,0,8,0.0,send a photo to the choir group chat
s02_A_modal_C013,s02,A_modal,Show me my calendar for next Thursday.,Show me my calendar for next Thursday.,large-v3,int8,51509.1,0,0,0,7,0.0,show me my calendar for next thursday
s02_A_modal_C014,s02,A_modal,Convert eighty degrees Fahrenheit to Celsius.,Convert 80 degrees Fahrenheit to Celsius.,large-v3,int8,50868.4,0,0,0,6,0.0,convert eighty degrees fahrenheit to celsius
s02_A_modal_C015,s02,A_modal,Skip to the next song.,Skip to the next song.,large-v3,int8,51101.9,0,0,0,5,0.0,skip to the next song
s02_A_modal_C016,s02,A_modal,What's the score of the Mets game?,What's the score of the Mets game?,large-v3,int8,52316.1,0,0,0,7,0.0,what's the score of the mets game
s02_A_modal_C017,s02,A_modal,Set an alarm for six forty-five.,Set an alarm for 645.,large-v3,int8,51387.6,0,0,1,7,0.1429,set an alarm for six [+hundred] forty five
s02_A_modal_C018,s02,A_modal,Find a ramen place open past midnight.,Find a ramen place open past midnight.,large-v3,int8,51717.4,0,0,0,7,0.0,find a ramen place open past midnight
s02_A_modal_C019,s02,A_modal,Read my last message from Anjali.,Read my last message from Anjali.,large-v3,int8,52150.5,0,0,0,6,0.0,read my last message from anjali
s02_A_modal_C020,s02,A_modal,How do you say thank you in Japanese?,How do you say thank you in Japanese?,large-v3,int8,53093.6,0,0,0,8,0.0,how do you say thank you in japanese
s02_A_modal_C021,s02,A_modal,Start a workout on my watch.,Start a workout on my watch.,large-v3,int8,51060.6,0,0,0,6,0.0,start a workout on my watch
s02_A_modal_C022,s02,A_modal,Cancel my reminder about the dentist.,Cancel my reminder about the dentist.,large-v3,int8,51574.9,0,0,0,6,0.0,cancel my reminder about the dentist
s02_A_modal_C023,s02,A_modal,Take a note about the pitch analysis.,Take a note about the pitch analysis.,large-v3,int8,51852.7,0,0,0,7,0.0,take a note about the pitch analysis
s02_A_modal_C025,s02,A_modal,Turn the volume down a little.,Turn the volume down a little bit.,large-v3,int8,51424.7,0,0,1,6,0.1667,turn the volume down a little [+bit]
s02_A_modal_C024,s02,A_modal,What is twenty percent of forty-three dollars?,What is 20% of $43?,large-v3,int8,51841.8,0,0,0,8,0.0,what is twenty percent of forty three dollars
s02_A_modal_C026,s02,A_modal,Open the Praat documentation in Safari.,open the Pratt documentation in Safari.,large-v3,int8,52340.2,1,0,0,6,0.1667,open the [praat->pratt] documentation in safari
s02_A_modal_C027,s02,A_modal,Schedule a meeting for Friday afternoon.,Schedule a meeting for Friday afternoon.,large-v3,int8,51375.7,0,0,0,6,0.0,schedule a meeting for friday afternoon
s02_A_modal_C028,s02,A_modal,Is it going to rain this evening?,Is it going to rain this evening?,large-v3,int8,51176.8,0,0,0,7,0.0,is it going to rain this evening
s02_A_modal_C029,s02,A_modal,Play something quiet while I study.,Play something quiet while I study.,large-v3,int8,52568.3,0,0,0,6,0.0,play something quiet while i study
s02_A_modal_C030,s02,A_modal,delete that last voice memo.,Delete that last voice memo.,large-v3,int8,53585.5,0,0,0,5,0.0,delete that last voice memo
s02_A_modal_C031,s02,A_modal,What's the fastest way to Morningside Heights?,What's the fastest way to Morningside Heights?,large-v3,int8,54632.8,0,0,0,7,0.0,what's the fastest way to morningside heights
s02_A_modal_C033,s02,A_modal,Tell me a joke about linguists.,Tell me a joke about linguists.,large-v3,int8,53649.9,0,0,0,6,0.0,tell me a joke about linguists
s02_A_modal_C032,s02,A_modal,Add a wisteria trellis to my shopping list.,Add Wisteria Trellis to my shopping list.,large-v3,int8,55160.5,0,1,0,8,0.125,add [-a] wisteria trellis to my shopping list
s02_A_modal_C034,s02,A_modal,Show me photos from Cape Cod.,Show me photos from Cape Cod.,large-v3,int8,54886.9,0,0,0,6,0.0,show me photos from cape cod
s02_A_modal_C035,s02,A_modal,How many days until September?,How many days until September 4th?,large-v3,int8,56068.1,0,0,1,5,0.2,how many days until september [+fourth]
s02_A_modal_C036,s02,A_modal,Turn on do not disturb until noon.,Turn on Do Not Disturb until noon.,large-v3,int8,56746.9,0,0,0,7,0.0,turn on do not disturb until noon
s02_A_modal_C037,s02,A_modal,What is the nearest pharmacy?,What is the nearest pharmacy?,large-v3,int8,60788.8,0,0,0,5,0.0,what is the nearest pharmacy
s02_A_modal_C038,s02,A_modal,Email the lab about the annotation deadline.,Email the lab about the annotation deadline.,large-v3,int8,59857.7,0,0,0,7,0.0,email the lab about the annotation deadline
s02_A_modal_C039,s02,A_modal,What's my agenda this morning?,What's my agenda this morning?,large-v3,int8,59158.8,0,0,0,5,0.0,what's my agenda this morning
s02_A_modal_C040,s02,A_modal,Play white noise for thirty minutes.,Play white noise for 30 minutes.,large-v3,int8,58816.3,0,0,0,6,0.0,play white noise for thirty minutes
s02_A_modal_D001,s02,A_modal,The old bridge groaned under the weight of the truck.,The old bridge groaned under the weight of the truck.,large-v3,int8,61310.0,0,0,0,10,0.0,the old bridge groaned under the weight of the truck
s02_A_modal_D002,s02,A_modal,She poured the vinegar into a shallow glass dish.,She poured the vinegar into a shallow glass dish.,large-v3,int8,60626.4,0,0,0,9,0.0,she poured the vinegar into a shallow glass dish
s02_A_modal_D003,s02,A_modal,Seven zebras wandered across the dusty road.,Seven zebras wandered across the dusty road.,large-v3,int8,62680.6,0,0,0,7,0.0,seven zebras wandered across the dusty road
s02_A_modal_D004,s02,A_modal,My grandmother kept her thimbles in a wooden box.,my grandmother kept her thimbles in a wooden box.,large-v3,int8,62557.3,0,0,0,9,0.0,my grandmother kept her thimbles in a wooden box
s02_A_modal_D005,s02,A_modal,The judge asked for silence in the crowded room.,The judge asked for silence in the crowded room.,large-v3,int8,60930.8,0,0,0,9,0.0,the judge asked for silence in the crowded room
s02_A_modal_D006,s02,A_modal,Thick fog settled over the harbor before dawn.,Thick fog settled over the harbor before dawn.,large-v3,int8,61487.2,0,0,0,8,0.0,thick fog settled over the harbor before dawn
s02_A_modal_D007,s02,A_modal,He measured the flour twice and got it wrong.,He measured the flower twice and got it wrong.,large-v3,int8,60481.4,1,0,0,9,0.1111,he measured the [flour->flower] twice and got it wrong
s02_A_modal_D008,s02,A_modal,Purple thistles grew along the railway embankment.,Purple thistles grew along the railway embankment.,large-v3,int8,60682.5,0,0,0,7,0.0,purple thistles grew along the railway embankment
s02_A_modal_D009,s02,A_modal,The choir rehearsed the same passage eleven times.,The choir rehearsed the same passage eleven times.,large-v3,int8,60674.4,0,0,0,8,0.0,the choir rehearsed the same passage eleven times
s02_A_modal_D010,s02,A_modal,A single moth circled the porch light all evening.,A single moth circled the porch light all evening.,large-v3,int8,61618.6,0,0,0,9,0.0,a single moth circled the porch light all evening
s02_A_modal_D011,s02,A_modal,They shipped the equipment in reinforced crate.,they shipped the equipment in reinforced crates.,large-v3,int8,61163.0,1,0,0,7,0.1429,they shipped the equipment in reinforced [crate->crates]
s02_A_modal_D012,s02,A_modal,The tide pulled the small boat towards the rocks.,The tide pulled the small boat towards the rocks.,large-v3,int8,61324.7,0,0,0,9,0.0,the tide pulled the small boat towards the rocks
s02_A_modal_D013,s02,A_modal,Cinnamon and cloves filled the kitchen with warmth.,Cinnamon and cloves filled the kitchen with warmth.,large-v3,int8,61264.2,0,0,0,8,0.0,cinnamon and cloves filled the kitchen with warmth
s02_A_modal_D014,s02,A_modal,Nobody remembered who had locked the back door.,Nobody remembered who had locked the back door.,large-v3,int8,61547.8,0,0,0,8,0.0,nobody remembered who had locked the back door
s02_A_modal_D015,s02,A_modal,The librarian stamped each card with quiet precision.,The librarian stamped each card with quiet precision.,large-v3,int8,61804.4,0,0,0,8,0.0,the librarian stamped each card with quiet precision
s02_A_modal_D016,s02,A_modal,Wet leaves clogged the gutter above the window.,Wet leaves clogged the gutter above the window.,large-v3,int8,62784.1,0,0,0,8,0.0,wet leaves clogged the gutter above the window
s02_A_modal_D017,s02,A_modal,I bought a secondhand bicycle for forty dollars.,I bought a secondhand bicycle for $40.,large-v3,int8,62331.6,0,0,0,8,0.0,i bought a secondhand bicycle for forty dollars
s02_A_modal_D018,s02,A_modal,The mountain village looked empty in the photograph.,The mountain village looked empty in the photograph.,large-v3,int8,62634.0,0,0,0,8,0.0,the mountain village looked empty in the photograph
s02_A_modal_D019,s02,A_modal,Three sparrows fought over a crust of bread.,three sparrows fought over a crust of bread.,large-v3,int8,62872.1,0,0,0,8,0.0,three sparrows fought over a crust of bread
s02_A_modal_D020,s02,A_modal,His youngest brother plays trumpet in the marching band.,His youngest brother plays the trumpet in the marching band.,large-v3,int8,63365.1,0,0,1,9,0.1111,his youngest brother plays [+the] trumpet in the marching band
s02_A_modal_D021,s02,A_modal,"The recipe called for saffron, which we could not find.","The recipe called for saffron, which we could not find.",large-v3,int8,63554.5,0,0,0,10,0.0,the recipe called for saffron which we could not find
s02_A_modal_D022,s02,A_modal,Snow buried the fence posts by early January.,Snow buried the fence posts by early January.,large-v3,int8,62284.6,0,0,0,8,0.0,snow buried the fence posts by early january
s02_A_modal_D023,s02,A_modal,She wrote a whole essay on a borrowed laptop.,She wrote a whole essay on a borrowed laptop.,large-v3,int8,62474.9,0,0,0,9,0.0,she wrote a whole essay on a borrowed laptop
s02_A_modal_D024,s02,A_modal,The engine coughed once and then went silent.,The engine coughed once and then went silent.,large-v3,int8,63106.0,0,0,0,8,0.0,the engine coughed once and then went silent
s02_A_modal_D025,s02,A_modal,Amber light spilled across the polished floorboards.,Amber light spilled across the polished floorboards.,large-v3,int8,62159.9,0,0,0,7,0.0,amber light spilled across the polished floorboards
s02_A_modal_D026,s02,A_modal,We watched the storm move east across the valley.,We watched the storm move east across the valley.,large-v3,int8,61522.7,0,0,0,9,0.0,we watched the storm move east across the valley
s02_A_modal_D027,s02,A_modal,The tailor pinned the hem with practiced fingers.,The tailor pinned the hem with practiced fingers.,large-v3,int8,61811.2,0,0,0,8,0.0,the tailor pinned the hem with practiced fingers
s02_A_modal_D028,s02,A_modal,Salt crusted the windows of the beach house.,Salt crusted the windows of the beach house.,large-v3,int8,61807.3,0,0,0,8,0.0,salt crusted the windows of the beach house
s02_A_modal_D029,s02,A_modal,Their apartment smelled faintly of turpentine.,their apartment smelled faintly of turpentine.,large-v3,int8,62065.9,0,0,0,6,0.0,their apartment smelled faintly of turpentine
s02_A_modal_D030,s02,A_modal,A heron stood motionless at the edge of the pond.,A heron stood motionless at the edge of the pond.,large-v3,int8,62492.0,0,0,0,10,0.0,a heron stood motionless at the edge of the pond
s02_A_modal_D031,s02,A_modal,The clock in the hallway runs about four minutes fast.,The clock in the hallway runs about 4 minutes fast.,large-v3,int8,61748.3,0,0,0,10,0.0,the clock in the hallway runs about four minutes fast
s02_A_modal_D032,s02,A_modal,He folded the newspaper and set it on the table.,He folded the newspaper and set it on the table.,large-v3,int8,61827.9,0,0,0,10,0.0,he folded the newspaper and set it on the table
s02_A_modal_D033,s02,A_modal,Bright green algae covered the surface of the water.,Bright green algae covered the surface of the water.,large-v3,int8,62655.3,0,0,0,9,0.0,bright green algae covered the surface of the water
s02_A_modal_D034,s02,A_modal,The children traded stickers during the long bus ride.,The children traded stickers during the long bus ride.,large-v3,int8,61704.0,0,0,0,9,0.0,the children traded stickers during the long bus ride
s02_A_modal_D035,s02,A_modal,Rain hammered the tin roof for most of the night.,Rain hammered the tin roof for most of the night.,large-v3,int8,62474.2,0,0,0,10,0.0,rain hammered the tin roof for most of the night
s02_A_modal_F001,s02,A_modal,"I don't really know what she was thinking, honestly.","I don't really know what she was thinking, honestly.",large-v3,int8,61266.7,0,0,0,9,0.0,i don't really know what she was thinking honestly
s02_A_modal_F002,s02,A_modal,"We ended up walking the whole way home, anyway.",We ended up walking the whole way home anyway.,large-v3,int8,61156.8,0,0,0,9,0.0,we ended up walking the whole way home anyway
s02_A_modal_F003,s02,A_modal,It was one of those afternoons where nothing happened at all.,It was one of those afternoons where nothing happened at all.,large-v3,int8,61999.8,0,0,0,11,0.0,it was one of those afternoons where nothing happened at all
s02_A_modal_F004,s02,A_modal,"He said he'd call back, but he never really did.","He said he'd call back, but he never really did.",large-v3,int8,62549.6,0,0,0,10,0.0,he said he'd call back but he never really did
s02_A_modal_F005,s02,A_modal,"The whole thing fell apart before anyone noticed, apparently.","The whole thing fell apart before anyone noticed, apparently.",large-v3,int8,61716.8,0,0,0,9,0.0,the whole thing fell apart before anyone noticed apparently
s02_A_modal_F006,s02,A_modal,I guess that's just how it goes sometimes.,I guess that's just how it goes sometimes.,large-v3,int8,61572.7,0,0,0,8,0.0,i guess that's just how it goes sometimes
s02_A_modal_F007,s02,A_modal,She left the party early and nobody said anything.,She left the party early and nobody said anything.,large-v3,int8,62231.1,0,0,0,9,0.0,she left the party early and nobody said anything
s02_A_modal_F008,s02,A_modal,"It's not that I mind, it's just kind of strange.","It's not that I might, it's just kind of strange.",large-v3,int8,63485.9,1,0,0,10,0.1,it's not that i [mind->might] it's just kind of strange
s02_A_modal_F009,s02,A_modal,They moved out to Oregon a couple years ago.,They moved out to Oregon a couple years ago.,large-v3,int8,62684.4,0,0,0,9,0.0,they moved out to oregon a couple years ago
s02_A_modal_F010,s02,A_modal,"Nothing about that story adds up, if you think about it.",Nothing about that story adds up if you think about it.,large-v3,int8,62040.9,0,0,0,11,0.0,nothing about that story adds up if you think about it
s02_A_modal_F011,s02,A_modal,I've been meaning to write back for a while now.,I've been meaning to write back for a while now.,large-v3,int8,62462.0,0,0,0,10,0.0,i've been meaning to write back for a while now
s02_A_modal_F012,s02,A_modal,We sat there in the car for maybe twenty minutes.,We sat there in the car for maybe 20 minutes.,large-v3,int8,61438.4,0,0,0,10,0.0,we sat there in the car for maybe twenty minutes
s02_A_modal_F013,s02,A_modal,He's been doing that same job for eleven years.,He's been doing that same job for 11 years.,large-v3,int8,62007.2,0,0,0,9,0.0,he's been doing that same job for eleven years
s02_A_modal_F014,s02,A_modal,It rained the entire week we were on the island.,It rained the entire week we were on the island.,large-v3,int8,60822.2,0,0,0,10,0.0,it rained the entire week we were on the island
s02_A_modal_F015,s02,A_modal,"I never learned how to swim, which is embarrassing.","I never learned how to swim, which is embarrassing.",large-v3,int8,60029.3,0,0,0,9,0.0,i never learned how to swim which is embarrassing
s02_A_modal_F016,s02,A_modal,That's pretty much all anyone talked about afterward.,That's pretty much all anyone talked about afterwards.,large-v3,int8,60105.5,1,0,0,8,0.125,that's pretty much all anyone talked about [afterward->afterwards]
s02_A_modal_F017,s02,A_modal,She kept apologizing even though it wasn't her fault.,She kept apologizing even though it wasn't her fault.,large-v3,int8,61237.9,0,0,0,9,0.0,she kept apologizing even though it wasn't her fault
s02_A_modal_F018,s02,A_modal,"The apartment was smaller than we expected, obviously.","The apartment was smaller than we expected, obviously.",large-v3,int8,59719.7,0,0,0,8,0.0,the apartment was smaller than we expected obviously
s02_A_modal_F019,s02,A_modal,I think I left my keys somewhere in the stairwell.,I think I left my keys somewhere in the stairwell.,large-v3,int8,60805.7,0,0,0,10,0.0,i think i left my keys somewhere in the stairwell
s02_A_modal_F020,s02,A_modal,"It turned out fine, more or less, in the end.","It turned out fine, more or less, in the end.",large-v3,int8,61086.5,0,0,0,10,0.0,it turned out fine more or less in the end
s02_A_modal_F021,s02,A_modal,Nobody warned us about the traffic on the way in.,Nobody warned us about the traffic on the way in.,large-v3,int8,60429.0,0,0,0,10,0.0,nobody warned us about the traffic on the way in
s02_A_modal_F022,s02,A_modal,He mentioned it once and then never brought it up again.,He mentioned it once and then never brought it up again.,large-v3,int8,61326.8,0,0,0,11,0.0,he mentioned it once and then never brought it up again
s02_A_modal_F023,s02,A_modal,We were both too tired to argue about it anymore.,We were both too tired to argue about it anymore.,large-v3,int8,60755.7,0,0,0,10,0.0,we were both too tired to argue about it anymore
s02_A_modal_F024,s02,A_modal,I've been putting that conversation off for months.,I've been putting that conversation off for months.,large-v3,int8,60589.6,0,0,0,8,0.0,i've been putting that conversation off for months
s02_A_modal_F025,s02,A_modal,It felt like the longest week of my entire summer.,It felt like the longest week of my entire summer.,large-v3,int8,60974.0,0,0,0,10,0.0,it felt like the longest week of my entire summer
s02_B_natural_C001,s02,B_natural,Set a timer for twelve minutes.,Set a timer for 12 minutes.,large-v3,int8,60209.8,0,0,0,6,0.0,set a timer for twelve minutes
s02_B_natural_C002,s02,B_natural,Text Marcus that I'm running late.,Text Marcus that I'm running late.,large-v3,int8,61009.2,0,0,0,6,0.0,text marcus that i'm running late
s02_B_natural_C003,s02,B_natural,What's the weather in Newton tomorrow?,What's the weather in Newton tomorrow?,large-v3,int8,61485.0,0,0,0,6,0.0,what's the weather in newton tomorrow
s02_B_natural_C004,s02,B_natural,Play the new Noah Kahn album.,Play the new Noah Kahn album.,large-v3,int8,61089.5,0,0,0,6,0.0,play the new noah kahn album
s02_B_natural_C005,s02,B_natural,Remind me to email my advisor on Monday.,Remind me to email my advisor on Monday.,large-v3,int8,62669.8,0,0,0,8,0.0,remind me to email my advisor on monday
s02_B_natural_C006,s02,B_natural,How long is the flight to Tokyo?,How long is the flight to Tokyo?,large-v3,int8,61747.8,0,0,0,7,0.0,how long is the flight to tokyo
s02_B_natural_C007,s02,B_natural,Add oat milk to my grocery list.,Add oat milk to my grocery list.,large-v3,int8,61828.5,0,0,0,7,0.0,add oat milk to my grocery list
s02_B_natural_C008,s02,B_natural,Call the gelato shop on Orchard Street.,Call the gelato shop on Orchard Street.,large-v3,int8,61916.1,0,0,0,7,0.0,call the gelato shop on orchard street
s02_B_natural_C009,s02,B_natural,Turn off the bedroom lights.,Turn off the bedroom lights.,large-v3,int8,58985.1,0,0,0,5,0.0,turn off the bedroom lights
s02_B_natural_C010,s02,B_natural,What time does the library close today?,What time does the library close today?,large-v3,int8,60310.6,0,0,0,7,0.0,what time does the library close today
s02_B_natural_C011,s02,B_natural,Navigate to Grand Central Terminal.,Navigate to Grand Central Terminal.,large-v3,int8,60803.6,0,0,0,5,0.0,navigate to grand central terminal
s02_B_natural_C012,s02,B_natural,Send a photo to the choir group chat.,Send a photo to the choir group chat.,large-v3,int8,60825.7,0,0,0,8,0.0,send a photo to the choir group chat
s02_B_natural_C013,s02,B_natural,Show me my calendar for next Thursday.,Show me my calendar for next Thursday.,large-v3,int8,59849.7,0,0,0,7,0.0,show me my calendar for next thursday
s02_B_natural_C014,s02,B_natural,Convert eighty degrees Fahrenheit to Celsius.,Convert 80 degrees Fahrenheit to Celsius.,large-v3,int8,59817.3,0,0,0,6,0.0,convert eighty degrees fahrenheit to celsius
s02_B_natural_C015,s02,B_natural,Skip to the next song.,skip to the next song,large-v3,int8,58563.3,0,0,0,5,0.0,skip to the next song
s02_B_natural_C016,s02,B_natural,What's the score of the Mets game?,What's the score of the Mets game?,large-v3,int8,59628.3,0,0,0,7,0.0,what's the score of the mets game
s02_B_natural_C017,s02,B_natural,Set an alarm for six forty-five.,Set an alarm for 645.,large-v3,int8,59378.7,0,0,1,7,0.1429,set an alarm for six [+hundred] forty five
s02_B_natural_C018,s02,B_natural,Find a ramen place open past midnight.,Find a ramen place open past midnight.,large-v3,int8,59386.9,0,0,0,7,0.0,find a ramen place open past midnight
s02_B_natural_C020,s02,B_natural,How do you say thank you in Japanese?,How do you say thank you in Japanese?,large-v3,int8,58501.4,0,0,0,8,0.0,how do you say thank you in japanese
s02_B_natural_C019,s02,B_natural,Read my last message from Anjali.,Read my last message from Anjali.,large-v3,int8,59758.1,0,0,0,6,0.0,read my last message from anjali
s02_B_natural_C021,s02,B_natural,Start a workout on my watch.,Start a workout on my watch.,large-v3,int8,59664.5,0,0,0,6,0.0,start a workout on my watch
s02_B_natural_C022,s02,B_natural,Cancel my reminder about the dentist.,Cancel my reminder about the dentist.,large-v3,int8,59566.8,0,0,0,6,0.0,cancel my reminder about the dentist
s02_B_natural_C023,s02,B_natural,Take a note about the pitch analysis.,Take a note about the pitch analysis.,large-v3,int8,59723.1,0,0,0,7,0.0,take a note about the pitch analysis
s02_B_natural_C024,s02,B_natural,What is twenty percent of forty-three dollars?,What is 20% of $43?,large-v3,int8,58630.2,0,0,0,8,0.0,what is twenty percent of forty three dollars
s02_B_natural_C025,s02,B_natural,Turn the volume down a little.,Turn the volume down a little.,large-v3,int8,59492.2,0,0,0,6,0.0,turn the volume down a little
s02_B_natural_C026,s02,B_natural,Open the Praat documentation in Safari.,Open the PRAT documentation in Safari.,large-v3,int8,61097.4,1,0,0,6,0.1667,open the [praat->prat] documentation in safari
s02_B_natural_C027,s02,B_natural,Schedule a meeting for Friday afternoon.,Schedule a meeting for Friday afternoon.,large-v3,int8,60429.2,0,0,0,6,0.0,schedule a meeting for friday afternoon
s02_B_natural_C028,s02,B_natural,Is it gonna rain this evening?,Is it going to rain this evening?,large-v3,int8,60346.2,1,0,1,6,0.3333,is it [+going] [gonna->to] rain this evening
s02_B_natural_C029,s02,B_natural,Play something quiet while I study.,Play something quiet while I study.,large-v3,int8,61251.4,0,0,0,6,0.0,play something quiet while i study
s02_B_natural_C030,s02,B_natural,Delete the last voice memo.,Delete the last voice memo.,large-v3,int8,61069.8,0,0,0,5,0.0,delete the last voice memo
s02_B_natural_C031,s02,B_natural,What's the fastest way to Morningside Heights?,What's the fastest way to Morningside Heights?,large-v3,int8,63021.7,0,0,0,7,0.0,what's the fastest way to morningside heights
s02_B_natural_C032,s02,B_natural,Add a wisteria trellis to my shopping list.,Add Wisteria Trellis to my shopping list.,large-v3,int8,62820.2,0,1,0,8,0.125,add [-a] wisteria trellis to my shopping list
s02_B_natural_C033,s02,B_natural,Tell me a joke about linguists.,Tell me a joke about linguists.,large-v3,int8,61205.9,0,0,0,6,0.0,tell me a joke about linguists
s02_B_natural_C034,s02,B_natural,Show me photos from Cape Cod.,Show me photos from Cape Cod.,large-v3,int8,60152.4,0,0,0,6,0.0,show me photos from cape cod
s02_B_natural_C035,s02,B_natural,How many days until September first?,How many days until September 4th?,large-v3,int8,59557.8,1,0,0,6,0.1667,how many days until september [first->fourth]
s02_B_natural_C036,s02,B_natural,Turn on do not disturb until noon.,Turn on Do Not Disturb until noon.,large-v3,int8,59687.4,0,0,0,7,0.0,turn on do not disturb until noon
s02_B_natural_C037,s02,B_natural,Where is the nearest pharmacy?,Where is the nearest pharmacy?,large-v3,int8,58943.6,0,0,0,5,0.0,where is the nearest pharmacy
s02_B_natural_C038,s02,B_natural,Email the lab about the annotation deadline.,Email the lab about the annotation deadline.,large-v3,int8,59414.5,0,0,0,7,0.0,email the lab about the annotation deadline
s02_B_natural_C039,s02,B_natural,What's on my agenda this morning?,What's on my agenda this morning?,large-v3,int8,59516.2,0,0,0,6,0.0,what's on my agenda this morning
s02_B_natural_C040,s02,B_natural,Play white noise for thirty minutes.,Play white noise for 30 minutes.,large-v3,int8,59115.9,0,0,0,6,0.0,play white noise for thirty minutes
s02_B_natural_D001,s02,B_natural,The old bridge groaned under the weight of the truck.,The old bridge groaned under the weight of the truck.,large-v3,int8,60741.3,0,0,0,10,0.0,the old bridge groaned under the weight of the truck
s02_B_natural_D003,s02,B_natural,Seven zebras wandered across the dusty road.,Seven zebras wandered across the dusty road.,large-v3,int8,58917.3,0,0,0,7,0.0,seven zebras wandered across the dusty road
s02_B_natural_D002,s02,B_natural,She poured the vinegar into a shallow glass dish.,She poured the vinegar into a shallow glass dish.,large-v3,int8,59558.8,0,0,0,9,0.0,she poured the vinegar into a shallow glass dish
s02_B_natural_D004,s02,B_natural,My grandmother kept her thimbles in a wooden box.,My grandmother kept our thimbles in a wooden box.,large-v3,int8,59817.7,1,0,0,9,0.1111,my grandmother kept [her->our] thimbles in a wooden box
s02_B_natural_D005,s02,B_natural,The judge asked for silence in the crowded room.,The judge asked for silence in the crowded room.,large-v3,int8,60519.3,0,0,0,9,0.0,the judge asked for silence in the crowded room
s02_B_natural_D006,s02,B_natural,Thick fog settled over the harbor before dawn.,Thick fog settled over the harbor before dawn.,large-v3,int8,60168.3,0,0,0,8,0.0,thick fog settled over the harbor before dawn
s02_B_natural_D007,s02,B_natural,He measured the flour twice and still got it wrong.,He measured the flour twice and still got it wrong.,large-v3,int8,60320.8,0,0,0,10,0.0,he measured the flour twice and still got it wrong
s02_B_natural_D008,s02,B_natural,Purple thistles grew along the railway embankment.,"Purple thistles grew along the railway embankment,",large-v3,int8,59616.2,0,0,0,7,0.0,purple thistles grew along the railway embankment
s02_B_natural_D009,s02,B_natural,The choir rehearsed the same passage eleven times.,The choir rehearsed the same passage 11 times.,large-v3,int8,59999.8,0,0,0,8,0.0,the choir rehearsed the same passage eleven times
s02_B_natural_D011,s02,B_natural,They shipped the equipment in reinforced crates.,They shipped the equipment in reinforced crates.,large-v3,int8,59027.3,0,0,0,7,0.0,they shipped the equipment in reinforced crates
s02_B_natural_D012,s02,B_natural,The tide pulled the small boat towards the rocks.,The tide pulled the small boat towards the rocks.,large-v3,int8,59839.6,0,0,0,9,0.0,the tide pulled the small boat towards the rocks
s02_B_natural_D010,s02,B_natural,A single moth circled the porch light all evening.,A single moth circled the porch light all evening.,large-v3,int8,62253.3,0,0,0,9,0.0,a single moth circled the porch light all evening
s02_B_natural_D013,s02,B_natural,Cinnamon and cloves filled the kitchen with warmth.,Cinnamon-enclosed filled the kitchen with warmth.,large-v3,int8,61258.5,1,1,0,8,0.25,cinnamon [-and] [cloves->enclosed] filled the kitchen with warmth
s02_B_natural_D014,s02,B_natural,Nobody remembered who had locked the back door.,Nobody remembered who had locked the back door.,large-v3,int8,61136.0,0,0,0,8,0.0,nobody remembered who had locked the back door
s02_B_natural_D015,s02,B_natural,The librarian stamped each card with quiet precision.,The librarian stamped each card with quiet precision.,large-v3,int8,61771.6,0,0,0,8,0.0,the librarian stamped each card with quiet precision
s02_B_natural_D016,s02,B_natural,Wet leaves clogged the gutter above the window.,Wet leaves clogged the gutter above the window.,large-v3,int8,62460.6,0,0,0,8,0.0,wet leaves clogged the gutter above the window
s02_B_natural_D017,s02,B_natural,I bought a secondhand bicycle for forty dollars.,I bought a secondhand bicycle for $40.,large-v3,int8,60872.2,0,0,0,8,0.0,i bought a secondhand bicycle for forty dollars
s02_B_natural_D018,s02,B_natural,The mountain village looked empty in the photograph.,The mountain village looked empty in the photograph.,large-v3,int8,60898.6,0,0,0,8,0.0,the mountain village looked empty in the photograph
s02_B_natural_D019,s02,B_natural,Three sparrows fought over a crust of bread.,Three sparrows fought over a crust of bread.,large-v3,int8,61670.1,0,0,0,8,0.0,three sparrows fought over a crust of bread
s02_B_natural_D020,s02,B_natural,His youngest brother plays trumpet in the marching band.,His youngest brother plays trumpet in the marching band.,large-v3,int8,60822.3,0,0,0,9,0.0,his youngest brother plays trumpet in the marching band
s02_B_natural_D021,s02,B_natural,"The recipe called for saffron, which we could not find.","The recipe called for saffron, which we could not find.",large-v3,int8,62112.1,0,0,0,10,0.0,the recipe called for saffron which we could not find
